    0.289338259188542501E+01    0.281388179460783405E+01    0.164360173626300892E+02   -0.101580061343494488E+01    0.100000000000000000E+01    0.570726438649325907E+01    0.154202167491951450E+02    0.186104423333423452E+01    0.273853141070944339E+01    0.249360641834317631E+01    0.184368734411142832E+01    0.115134031844615325E+01   -0.969347953844160770E+01
    0.351280366856625381E+01    0.124459083453431951E+01    0.166577043689303892E+02   -0.565608622790115145E+00    0.100000000000000000E+01    0.475739450310057332E+01    0.160920957461402736E+02    0.351824155224438107E+01    0.303971719892520742E+01    0.198560417743745887E+01    0.762104410428207202E+00    0.101713613964035776E+00   -0.634361257210231599E+01
    0.601412076501706139E+01    0.124844039214637137E+01    0.158975058187265255E+02   -0.415515382583886428E+00    0.100000000000000000E+01    0.726256115716343231E+01    0.154819904361426381E+02    0.210352683563635212E+01    0.347681179498623472E+01    0.301546487577526712E+01    0.184500354119090537E+01    0.713724043208974090E+00   -0.609546216565222210E+01
    0.276957206297802383E+01    0.208911019278004062E+01    0.160876998256513986E+02   -0.461162952046082708E+00    0.100000000000000000E+01    0.485868225575806445E+01    0.156265368736053158E+02    0.356529699590821147E+01    0.335677380594384189E+01    0.192443043474579989E+01    0.744873882559290657E+00    0.237502034606184242E+00   -0.605208726899733751E+01
    0.648558888899003438E+01    0.103352995295966510E+01    0.162917109019115394E+02   -0.362234577181392847E+00    0.100000000000000000E+01    0.751911884194969993E+01    0.159294763247301461E+02    0.318497720516438942E+01    0.275634719405213824E+01    0.200722179469181983E+01    0.976685810528321818E+00    0.171582287123050209E+00   -0.588701977612848015E+01
    0.276994689362908808E+01    0.309764148555631991E+01    0.156040119872302157E+02   -0.310494697173961498E+00    0.100000000000000000E+01    0.586758837918540799E+01    0.152935172900562542E+02    0.195639573312589654E+01    0.338394330733478998E+01    0.268191082995653041E+01    0.158654447675100818E+01    0.872770689646561459E+00   -0.581401208132957859E+01
    0.537307457500883956E+01    0.122659343000927268E+01    0.157585519440980271E+02   -0.285172346406885158E+00    0.100000000000000000E+01    0.659966800501811246E+01    0.154733795976911424E+02    0.223721537013368277E+01    0.378262608014721424E+01    0.312608582549045888E+01    0.165068533220572844E+01    0.497746711231874972E+00   -0.580769310059369914E+01
    0.292546105834395442E+01    0.213883236178752423E+01    0.170616937513097895E+02   -0.118467814023557283E+01    0.100000000000000000E+01    0.506429342013147910E+01    0.158770156110742171E+02    0.253406447612291474E+01    0.262818500347955597E+01    0.218503418717536801E+01    0.158436221050346759E+01    0.963428175858956903E+00   -0.576928469805571531E+01
    0.539439954027866442E+01    0.113761245919828768E+01    0.170301281610602402E+02   -0.546470572757171258E+00    0.100000000000000000E+01    0.653201199947695166E+01    0.164836575883030676E+02    0.311415325466450987E+01    0.264077922890984995E+01    0.212080655956349462E+01    0.165169460486905040E+01    0.104903775695450463E+01   -0.572413567237660637E+01
    0.216022444967971605E+01    0.307534177549509824E+01    0.161723720895524536E+02   -0.490420684606336366E+00    0.100000000000000000E+01    0.523556622517481429E+01    0.156819514049461173E+02    0.364983521679267398E+01    0.332332205745161113E+01    0.209453342511955132E+01    0.106294580981526243E+01    0.520158092455218157E+00   -0.560217421186169950E+01
    0.293883633153326329E+01    0.173314082425787208E+01    0.165869992892813265E+02   -0.691208413909289554E+00    0.100000000000000000E+01    0.467197715579113559E+01    0.158957908753720361E+02    0.370767391804719626E+01    0.337986749256361652E+01    0.217451715786623012E+01    0.978939933990714883E+00    0.268353334650532904E+00   -0.557075373771027493E+01
    0.255140892916627537E+01    0.346129754460572192E+01    0.160630090115102711E+02   -0.703610895178858442E+00    0.100000000000000000E+01    0.601270647377199730E+01    0.153593981163314126E+02    0.207570003676154435E+01    0.303538975823852164E+01    0.250112950092144182E+01    0.163780449993091537E+01    0.966615317405161489E+00   -0.555739641826707054E+01
    0.644472837365172513E+01    0.102943730099433606E+01    0.163237044235485982E+02   -0.307699211658425398E+00    0.100000000000000000E+01    0.747416567464606096E+01    0.160160052118901746E+02    0.362392000713255324E+01    0.308377866911293186E+01    0.225264049356405316E+01    0.111671882828486813E+01    0.195327318862701604E+00   -0.546436022181750225E+01
    0.271055172774757080E+01    0.269315685608151734E+01    0.168696334905365362E+02   -0.117560798524261689E+01    0.100000000000000000E+01    0.540370858382908814E+01    0.156940255052939186E+02    0.235795575780683908E+01    0.271835658124745416E+01    0.234193794343170092E+01    0.176796626165590620E+01    0.117263749404659401E+01   -0.542556881357328091E+01
    0.474463880401815707E+01    0.114704554200564646E+01    0.171089156829055113E+02   -0.555351102507406491E+00    0.100000000000000000E+01    0.589168434602380309E+01    0.165535645803981062E+02    0.313463723444922993E+01    0.266806067983671547E+01    0.214803382779842433E+01    0.164610212853448457E+01    0.922574404526176561E+00   -0.542425497449702121E+01
    0.204190330390677754E+01    0.341493182836362319E+01    0.169213511052308903E+02   -0.107514428196897427E+01    0.100000000000000000E+01    0.545683513227040073E+01    0.158462068232619160E+02    0.270671018907764704E+01    0.266549552181077187E+01    0.210531249324467096E+01    0.150812037570423274E+01    0.994198708356053173E+00   -0.540176701497766398E+01
    0.353386728953195739E+01    0.159025547136899048E+01    0.172856826915767527E+02   -0.107807562638770338E+01    0.100000000000000000E+01    0.512412276090094743E+01    0.162076070651890483E+02    0.271440148953441618E+01    0.256819642315444563E+01    0.229333089836010195E+01    0.185805752930887680E+01    0.116629870095107568E+01   -0.529821496768439193E+01
    0.451075464622839384E+01    0.109386189166064574E+01    0.171030309066818837E+02   -0.439066485210645840E+00    0.100000000000000000E+01    0.560461653788904002E+01    0.166639644214712384E+02    0.347813132991685015E+01    0.289486482485808816E+01    0.225228924910401762E+01    0.158897369157306056E+01    0.585085801705857889E+00   -0.524924982550619745E+01
    0.453478974886529773E+01    0.986400288698814909E+00    0.175843301599402793E+02   -0.296368308579194384E+00    0.100000000000000000E+01    0.552119003756411253E+01    0.172879618513610858E+02    0.341344372794985285E+01    0.268516827459247365E+01    0.194122554916425605E+01    0.129785660251335844E+01    0.454755206752928298E+00   -0.524680716693766769E+01
    0.327428361464229445E+01    0.152135030639893731E+01    0.169262079703368613E+02   -0.888881625277397447E+00    0.100000000000000000E+01    0.479563392104123132E+01    0.160373263450594621E+02    0.294478248755518379E+01    0.272521537225501653E+01    0.204843202862391260E+01    0.118243349445472390E+01    0.427510089202090271E+00   -0.521916961511053668E+01
    0.230994700965512756E+01    0.322050049282952200E+01    0.163410436727409092E+02   -0.653083190540756142E+00    0.100000000000000000E+01    0.553044750248465000E+01    0.156879604822001539E+02    0.363441542026881725E+01    0.387893266566916539E+01    0.289419503192048921E+01    0.177986325810962787E+01    0.964731677306829627E+00   -0.510257987587181816E+01
    0.569363013087241665E+01    0.109257434904687711E+01    0.165148278081104714E+02   -0.456992887909668521E+00    0.100000000000000000E+01    0.678620447991929332E+01    0.160578349202008042E+02    0.323099739044301559E+01    0.276837889656609804E+01    0.215562760844987888E+01    0.143359361196877266E+01    0.429798766764140083E+00   -0.502839440735358423E+01
