    0.434793496131896973E+01    0.329403924942016602E+01    0.173110231757164001E+02   -0.205769956111907959E+01    0.100000000000000000E+01    0.764197421073913574E+01    0.152533236145973206E+02   -0.139568932228052195E+00    0.166186846530014476E+00   -0.577976487852805976E+00    0.481398989579567727E+00    0.280713925171352185E+01   -0.176654824472621840E+03   -0.621460743175560815E+01    1
    0.228884682059288025E+01    0.291711986064910889E+01    0.187802206873893738E+02   -0.169203597307205200E+01    0.100000000000000000E+01    0.520596668124198914E+01    0.170881847143173218E+02   -0.173264406483668562E-14    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325183E+03   -0.621660743175561681E+01    1
    0.235636526346206665E+01    0.278750371932983398E+01    0.187688306570053101E+02   -0.235277795791625977E+01    0.100000000000000000E+01    0.514386898279190063E+01    0.164160526990890503E+02   -0.367939634526408722E-15    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325183E+03   -0.621860743175561392E+01    1
    0.326794162392616272E+01    0.290809208154678345E+01    0.180416628122329712E+02   -0.196134763956069946E+01    0.100000000000000000E+01    0.617603370547294617E+01    0.160803151726722717E+02    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325126E+03   -0.622060743175561814E+01    1
    0.309765407443046570E+01    0.324178820848464966E+01    0.178181350827217102E+02   -0.224916958808898926E+01    0.100000000000000000E+01    0.633944228291511536E+01    0.155689654946327209E+02    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325126E+03   -0.622260743175562414E+01    1
    0.289142653346061707E+01    0.257960212230682373E+01    0.179452349543571472E+02   -0.186092644929885864E+01    0.100000000000000000E+01    0.547102865576744080E+01    0.160843085050582886E+02    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325126E+03   -0.622460743175562925E+01    1
    0.439298507571220398E+01    0.349645555019378662E+01    0.182999426722526550E+02   -0.255740010738372803E+01    0.100000000000000000E+01    0.788944062590599060E+01    0.157425425648689270E+02    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325126E+03   -0.622660743175562548E+01    1
    0.421046853065490723E+01    0.278309988975524902E+01    0.181844552159309387E+02   -0.245332378149032593E+01    0.100000000000000000E+01    0.699356842041015625E+01    0.157311314344406128E+02    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325126E+03   -0.622860743175562526E+01    1
    0.210047233104705811E+01    0.327455443143844604E+01    0.182928401231765747E+02   -0.109936988353729248E+01    0.100000000000000000E+01    0.537502676248550415E+01    0.171934702396392822E+02    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325126E+03   -0.623060743175562948E+01    1
    0.338651859760284424E+01    0.241967111825942993E+01    0.188779594898223877E+02   -0.281519919633865356E+01    0.100000000000000000E+01    0.580618971586227417E+01    0.160627602934837341E+02   -0.188849553936214415E-17    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325126E+03   -0.623260743175562393E+01    1
    0.409291240572929382E+01    0.304028189182281494E+01    0.189973701834678650E+02   -0.259157145023345947E+01    0.100000000000000000E+01    0.713319429755210876E+01    0.164057987332344055E+02   -0.126442093252891296E-16    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325126E+03   -0.623460743175563081E+01    1
    0.335991591215133667E+01    0.316091656684875488E+01    0.181821462512016296E+02   -0.266002321243286133E+01    0.100000000000000000E+01    0.652083247900009155E+01    0.155221230387687683E+02    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325126E+03   -0.623660743175562082E+01    1
    0.280359035730361938E+01    0.273693621158599854E+01    0.179657623767852783E+02   -0.220727956295013428E+01    0.100000000000000000E+01    0.554052656888961792E+01    0.157584828138351440E+02    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325126E+03   -0.623860743175562416E+01    1
    0.318200927972793579E+01    0.282763582468032837E+01    0.188474418520927429E+02   -0.187393516302108765E+01    0.100000000000000000E+01    0.600964510440826416E+01    0.169735066890716553E+02   -0.137422533745353708E-16    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325126E+03   -0.624060743175563726E+01    1
    0.346745264530181885E+01    0.348556149005889893E+01    0.183221064805984497E+02   -0.295021623373031616E+01    0.100000000000000000E+01    0.695301413536071777E+01    0.153718902468681335E+02    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.150045309639325126E+03   -0.624260743175562549E+01    1
